"all_themes","major_topic","organization_org_state","short_label","measure","amount"
"theme3","Obstet. & Ped. Pharmacol. & Therap.","FL","Pregnancy","Awards",3
"theme3","Obstet. & Ped. Pharmacol. & Therap.","FL","Pregnancy","Funding",0.966603
"theme3","Obstet. & Ped. Pharmacol. & Therap.","IL","Pregnancy","Awards",1
"theme3","Obstet. & Ped. Pharmacol. & Therap.","IL","Pregnancy","Funding",0.055114
"theme3","Obstet. & Ped. Pharmacol. & Therap.","IN","Pregnancy","Awards",2
"theme3","Obstet. & Ped. Pharmacol. & Therap.","IN","Pregnancy","Funding",3.533807
"theme3","Obstet. & Ped. Pharmacol. & Therap.","MA","Pregnancy","Awards",7
"theme3","Obstet. & Ped. Pharmacol. & Therap.","MA","Pregnancy","Funding",3.64414
"theme3","Obstet. & Ped. Pharmacol. & Therap.","MD","Pregnancy","Awards",1
"theme3","Obstet. & Ped. Pharmacol. & Therap.","MD","Pregnancy","Funding",0.576385
"theme3","Obstet. & Ped. Pharmacol. & Therap.","MN","Pregnancy","Awards",2
"theme3","Obstet. & Ped. Pharmacol. & Therap.","MN","Pregnancy","Funding",1.200894
"theme3","Obstet. & Ped. Pharmacol. & Therap.","MO","Pregnancy","Awards",2
"theme3","Obstet. & Ped. Pharmacol. & Therap.","MO","Pregnancy","Funding",0.817754
"theme3","Obstet. & Ped. Pharmacol. & Therap.","NC","Pregnancy","Awards",3
"theme3","Obstet. & Ped. Pharmacol. & Therap.","NC","Pregnancy","Funding",0.620682
"theme3","Obstet. & Ped. Pharmacol. & Therap.","NJ","Pregnancy","Awards",1
"theme3","Obstet. & Ped. Pharmacol. & Therap.","NJ","Pregnancy","Funding",3.140397
"theme3","Obstet. & Ped. Pharmacol. & Therap.","NV","Pregnancy","Awards",1
"theme3","Obstet. & Ped. Pharmacol. & Therap.","NV","Pregnancy","Funding",0.18375
"theme3","Obstet. & Ped. Pharmacol. & Therap.","NY","Pregnancy","Awards",6
"theme3","Obstet. & Ped. Pharmacol. & Therap.","NY","Pregnancy","Funding",1.719927
"theme3","Obstet. & Ped. Pharmacol. & Therap.","OH","Pregnancy","Awards",1
"theme3","Obstet. & Ped. Pharmacol. & Therap.","OH","Pregnancy","Funding",1.010469
"theme3","Obstet. & Ped. Pharmacol. & Therap.","OR","Pregnancy","Awards",1
"theme3","Obstet. & Ped. Pharmacol. & Therap.","OR","Pregnancy","Funding",0.659444
"theme3","Obstet. & Ped. Pharmacol. & Therap.","PA","Pregnancy","Awards",4
"theme3","Obstet. & Ped. Pharmacol. & Therap.","PA","Pregnancy","Funding",1.741037
"theme3","Obstet. & Ped. Pharmacol. & Therap.","TN","Pregnancy","Awards",1
"theme3","Obstet. & Ped. Pharmacol. & Therap.","TN","Pregnancy","Funding",0.138455
"theme3","Obstet. & Ped. Pharmacol. & Therap.","TX","Pregnancy","Awards",4
"theme3","Obstet. & Ped. Pharmacol. & Therap.","TX","Pregnancy","Funding",1.848395
"theme3","Obstet. & Ped. Pharmacol. & Therap.","UT","Pregnancy","Awards",1
"theme3","Obstet. & Ped. Pharmacol. & Therap.","UT","Pregnancy","Funding",0.288294
"theme3","Obstet. & Ped. Pharmacol. & Therap.","WA","Pregnancy","Awards",4
"theme3","Obstet. & Ped. Pharmacol. & Therap.","WA","Pregnancy","Funding",2.489227
"theme3","Obstet. & Ped. Pharmacol. & Therap.","WI","Pregnancy","Awards",2
"theme3","Obstet. & Ped. Pharmacol. & Therap.","WI","Pregnancy","Funding",0.670609
"theme3","Obstet. & Ped. Pharmacol. & Therap.","ZZ","Pregnancy","Awards",1
"theme3","Obstet. & Ped. Pharmacol. & Therap.","ZZ","Pregnancy","Funding",0.56225
"theme3","Pediatric Growth & Nutrition","AL","Pregnancy","Awards",1
"theme3","Pediatric Growth & Nutrition","AL","Pregnancy","Funding",0.41928
"theme3","Pediatric Growth & Nutrition","AZ","Pregnancy","Awards",1
"theme3","Pediatric Growth & Nutrition","AZ","Pregnancy","Funding",0.233545
"theme3","Pediatric Growth & Nutrition","CA","Pregnancy","Awards",8
"theme3","Pediatric Growth & Nutrition","CA","Pregnancy","Funding",2.698372
"theme3","Pediatric Growth & Nutrition","CO","Pregnancy","Awards",2
"theme3","Pediatric Growth & Nutrition","CO","Pregnancy","Funding",1.030225
"theme3","Pediatric Growth & Nutrition","DC","Pregnancy","Awards",1
"theme3","Pediatric Growth & Nutrition","DC","Pregnancy","Funding",0.662577
"theme3","Pediatric Growth & Nutrition","DE","Pregnancy","Awards",1
"theme3","Pediatric Growth & Nutrition","DE","Pregnancy","Funding",0.337817
"theme3","Pediatric Growth & Nutrition","GA","Pregnancy","Awards",1
"theme3","Pediatric Growth & Nutrition","GA","Pregnancy","Funding",0.24897
"theme3","Pediatric Growth & Nutrition","ID","Pregnancy","Awards",1
"theme3","Pediatric Growth & Nutrition","ID","Pregnancy","Funding",0.239399
"theme3","Pediatric Growth & Nutrition","IL","Pregnancy","Awards",4
"theme3","Pediatric Growth & Nutrition","IL","Pregnancy","Funding",3.386518
"theme3","Pediatric Growth & Nutrition","KY","Pregnancy","Awards",1
"theme3","Pediatric Growth & Nutrition","KY","Pregnancy","Funding",0.603611
"theme3","Pediatric Growth & Nutrition","MA","Pregnancy","Awards",7
"theme3","Pediatric Growth & Nutrition","MA","Pregnancy","Funding",2.831309
"theme3","Pediatric Growth & Nutrition","MB","Pregnancy","Awards",1
"theme3","Pediatric Growth & Nutrition","MB","Pregnancy","Funding",0.584243
"theme3","Pediatric Growth & Nutrition","MD","Pregnancy","Awards",1
"theme3","Pediatric Growth & Nutrition","MD","Pregnancy","Funding",0.01
"theme3","Pediatric Growth & Nutrition","MI","Pregnancy","Awards",1
"theme3","Pediatric Growth & Nutrition","MI","Pregnancy","Funding",0.373358
"theme3","Pediatric Growth & Nutrition","MN","Pregnancy","Awards",3
"theme3","Pediatric Growth & Nutrition","MN","Pregnancy","Funding",1.314334
"theme3","Pediatric Growth & Nutrition","MO","Pregnancy","Awards",1
"theme3","Pediatric Growth & Nutrition","MO","Pregnancy","Funding",0.125142
"theme3","Pediatric Growth & Nutrition","NC","Pregnancy","Awards",1
"theme3","Pediatric Growth & Nutrition","NC","Pregnancy","Funding",0.30949
"theme3","Pediatric Growth & Nutrition","NY","Pregnancy","Awards",2
"theme3","Pediatric Growth & Nutrition","NY","Pregnancy","Funding",1.417903
"theme3","Pediatric Growth & Nutrition","OH","Pregnancy","Awards",2
"theme3","Pediatric Growth & Nutrition","OH","Pregnancy","Funding",0.92919
"theme3","Pediatric Growth & Nutrition","OK","Pregnancy","Awards",1
"theme3","Pediatric Growth & Nutrition","OK","Pregnancy","Funding",0.467754
"theme3","Pediatric Growth & Nutrition","OR","Pregnancy","Awards",5
"theme3","Pediatric Growth & Nutrition","OR","Pregnancy","Funding",2.584789
"theme3","Pediatric Growth & Nutrition","PA","Pregnancy","Awards",3
"theme3","Pediatric Growth & Nutrition","PA","Pregnancy","Funding",0.84712
"theme3","Pediatric Growth & Nutrition","TX","Pregnancy","Awards",3
"theme3","Pediatric Growth & Nutrition","TX","Pregnancy","Funding",1.453809
"theme3","Pediatric Growth & Nutrition","WA","Pregnancy","Awards",4
"theme3","Pediatric Growth & Nutrition","WA","Pregnancy","Funding",0.443234
"theme3","Pediatric Trauma & Critical Care","AZ","Pregnancy","Awards",1
"theme3","Pediatric Trauma & Critical Care","AZ","Pregnancy","Funding",0.409845
"theme3","Pediatric Trauma & Critical Care","IN","Pregnancy","Awards",1
"theme3","Pediatric Trauma & Critical Care","IN","Pregnancy","Funding",0.625272
"theme3","Pediatric Trauma & Critical Care","MA","Pregnancy","Awards",1
"theme3","Pediatric Trauma & Critical Care","MA","Pregnancy","Funding",0.592957
"theme3","Pediatric Trauma & Critical Care","MD","Pregnancy","Awards",1
"theme3","Pediatric Trauma & Critical Care","MD","Pregnancy","Funding",0.210557
"theme3","Population Dynamics","AZ","Pregnancy","Awards",2
"theme3","Population Dynamics","AZ","Pregnancy","Funding",1.189627
"theme3","Population Dynamics","CA","Pregnancy","Awards",17
"theme3","Population Dynamics","CA","Pregnancy","Funding",6.723694
"theme3","Population Dynamics","CO","Pregnancy","Awards",1
"theme3","Population Dynamics","CO","Pregnancy","Funding",0.634379
"theme3","Population Dynamics","FL","Pregnancy","Awards",1
"theme3","Population Dynamics","FL","Pregnancy","Funding",0.540915
"theme3","Population Dynamics","GA","Pregnancy","Awards",4
"theme3","Population Dynamics","GA","Pregnancy","Funding",1.903501
"theme3","Population Dynamics","IL","Pregnancy","Awards",1
"theme3","Population Dynamics","IL","Pregnancy","Funding",0.656279
"theme3","Population Dynamics","IN","Pregnancy","Awards",1
"theme3","Population Dynamics","IN","Pregnancy","Funding",0.150741
"theme3","Population Dynamics","LA","Pregnancy","Awards",1
"theme3","Population Dynamics","LA","Pregnancy","Funding",0.637936
"theme3","Population Dynamics","MA","Pregnancy","Awards",4
"theme3","Population Dynamics","MA","Pregnancy","Funding",1.771664
"theme3","Population Dynamics","MD","Pregnancy","Awards",12
"theme3","Population Dynamics","MD","Pregnancy","Funding",5.458297
"theme3","Population Dynamics","MI","Pregnancy","Awards",7
"theme3","Population Dynamics","MI","Pregnancy","Funding",3.871597
"theme3","Population Dynamics","MN","Pregnancy","Awards",2
"theme3","Population Dynamics","MN","Pregnancy","Funding",0.771521
"theme3","Population Dynamics","MO","Pregnancy","Awards",1
"theme3","Population Dynamics","MO","Pregnancy","Funding",0.161592
"theme3","Population Dynamics","NC","Pregnancy","Awards",4
"theme3","Population Dynamics","NC","Pregnancy","Funding",2.28824
"theme3","Population Dynamics","NJ","Pregnancy","Awards",3
"theme3","Population Dynamics","NJ","Pregnancy","Funding",1.933542
"theme3","Population Dynamics","NV","Pregnancy","Awards",3
"theme3","Population Dynamics","NV","Pregnancy","Funding",0.975202
"theme3","Population Dynamics","NY","Pregnancy","Awards",4
"theme3","Population Dynamics","NY","Pregnancy","Funding",1.432086
"theme3","Population Dynamics","PA","Pregnancy","Awards",12
"theme3","Population Dynamics","PA","Pregnancy","Funding",5.170005
"theme3","Population Dynamics","RI","Pregnancy","Awards",1
"theme3","Population Dynamics","RI","Pregnancy","Funding",0.658947
"theme3","Population Dynamics","SC","Pregnancy","Awards",1
"theme3","Population Dynamics","SC","Pregnancy","Funding",1.664038
"theme3","Population Dynamics","TN","Pregnancy","Awards",1
"theme3","Population Dynamics","TN","Pregnancy","Funding",0.188974
"theme3","Population Dynamics","TX","Pregnancy","Awards",2
"theme3","Population Dynamics","TX","Pregnancy","Funding",0.588436
"theme3","Population Dynamics","UT","Pregnancy","Awards",1
"theme3","Population Dynamics","UT","Pregnancy","Funding",0.318564
"theme3","Population Dynamics","WI","Pregnancy","Awards",1
"theme3","Population Dynamics","WI","Pregnancy","Funding",0.286844
"theme3","Pregnancy & Perinatology","AL","Pregnancy","Awards",5
"theme3","Pregnancy & Perinatology","AL","Pregnancy","Funding",2.755464
"theme3","Pregnancy & Perinatology","AR","Pregnancy","Awards",3
"theme3","Pregnancy & Perinatology","AR","Pregnancy","Funding",2.065618
"theme3","Pregnancy & Perinatology","AZ","Pregnancy","Awards",3
"theme3","Pregnancy & Perinatology","AZ","Pregnancy","Funding",1.124286
"theme3","Pregnancy & Perinatology","CA","Pregnancy","Awards",46
"theme3","Pregnancy & Perinatology","CA","Pregnancy","Funding",17.158012
"theme3","Pregnancy & Perinatology","CO","Pregnancy","Awards",11
"theme3","Pregnancy & Perinatology","CO","Pregnancy","Funding",5.37557
"theme3","Pregnancy & Perinatology","CT","Pregnancy","Awards",11
"theme3","Pregnancy & Perinatology","CT","Pregnancy","Funding",3.68091
"theme3","Pregnancy & Perinatology","DC","Pregnancy","Awards",7
"theme3","Pregnancy & Perinatology","DC","Pregnancy","Funding",15.701495
"theme3","Pregnancy & Perinatology","FL","Pregnancy","Awards",1
"theme3","Pregnancy & Perinatology","FL","Pregnancy","Funding",0.152
"theme3","Pregnancy & Perinatology","GA","Pregnancy","Awards",5
"theme3","Pregnancy & Perinatology","GA","Pregnancy","Funding",2.190236
"theme3","Pregnancy & Perinatology","IL","Pregnancy","Awards",8
"theme3","Pregnancy & Perinatology","IL","Pregnancy","Funding",5.315757
"theme3","Pregnancy & Perinatology","IN","Pregnancy","Awards",2
"theme3","Pregnancy & Perinatology","IN","Pregnancy","Funding",1.172401
"theme3","Pregnancy & Perinatology","KS","Pregnancy","Awards",7
"theme3","Pregnancy & Perinatology","KS","Pregnancy","Funding",2.736887
"theme3","Pregnancy & Perinatology","MA","Pregnancy","Awards",35
"theme3","Pregnancy & Perinatology","MA","Pregnancy","Funding",27.189567
"theme3","Pregnancy & Perinatology","MD","Pregnancy","Awards",7
"theme3","Pregnancy & Perinatology","MD","Pregnancy","Funding",3.211273
"theme3","Pregnancy & Perinatology","MI","Pregnancy","Awards",8
"theme3","Pregnancy & Perinatology","MI","Pregnancy","Funding",3.33694
"theme3","Pregnancy & Perinatology","MN","Pregnancy","Awards",7
"theme3","Pregnancy & Perinatology","MN","Pregnancy","Funding",2.971761
"theme3","Pregnancy & Perinatology","MO","Pregnancy","Awards",15
"theme3","Pregnancy & Perinatology","MO","Pregnancy","Funding",7.813053
"theme3","Pregnancy & Perinatology","MS","Pregnancy","Awards",1
"theme3","Pregnancy & Perinatology","MS","Pregnancy","Funding",0.07678
"theme3","Pregnancy & Perinatology","NC","Pregnancy","Awards",18
"theme3","Pregnancy & Perinatology","NC","Pregnancy","Funding",7.116486
"theme3","Pregnancy & Perinatology","NH","Pregnancy","Awards",1
"theme3","Pregnancy & Perinatology","NH","Pregnancy","Funding",0.591792
"theme3","Pregnancy & Perinatology","NJ","Pregnancy","Awards",5
"theme3","Pregnancy & Perinatology","NJ","Pregnancy","Funding",1.932286
"theme3","Pregnancy & Perinatology","NY","Pregnancy","Awards",16
"theme3","Pregnancy & Perinatology","NY","Pregnancy","Funding",7.158804
"theme3","Pregnancy & Perinatology","OH","Pregnancy","Awards",9
"theme3","Pregnancy & Perinatology","OH","Pregnancy","Funding",3.687891
"theme3","Pregnancy & Perinatology","OK","Pregnancy","Awards",2
"theme3","Pregnancy & Perinatology","OK","Pregnancy","Funding",0.79653
"theme3","Pregnancy & Perinatology","ON","Pregnancy","Awards",1
"theme3","Pregnancy & Perinatology","ON","Pregnancy","Funding",0.477421
"theme3","Pregnancy & Perinatology","OR","Pregnancy","Awards",12
"theme3","Pregnancy & Perinatology","OR","Pregnancy","Funding",6.542502
"theme3","Pregnancy & Perinatology","PA","Pregnancy","Awards",21
"theme3","Pregnancy & Perinatology","PA","Pregnancy","Funding",12.142386
"theme3","Pregnancy & Perinatology","RI","Pregnancy","Awards",8
"theme3","Pregnancy & Perinatology","RI","Pregnancy","Funding",3.015015
"theme3","Pregnancy & Perinatology","SC","Pregnancy","Awards",3
"theme3","Pregnancy & Perinatology","SC","Pregnancy","Funding",0.347545
"theme3","Pregnancy & Perinatology","TN","Pregnancy","Awards",1
"theme3","Pregnancy & Perinatology","TN","Pregnancy","Funding",0.608751
"theme3","Pregnancy & Perinatology","TX","Pregnancy","Awards",26
"theme3","Pregnancy & Perinatology","TX","Pregnancy","Funding",10.30399
"theme3","Pregnancy & Perinatology","UT","Pregnancy","Awards",4
"theme3","Pregnancy & Perinatology","UT","Pregnancy","Funding",1.080472
"theme3","Pregnancy & Perinatology","VA","Pregnancy","Awards",4
"theme3","Pregnancy & Perinatology","VA","Pregnancy","Funding",2.799348
"theme3","Pregnancy & Perinatology","WA","Pregnancy","Awards",15
"theme3","Pregnancy & Perinatology","WA","Pregnancy","Funding",8.47625
"theme3","Pregnancy & Perinatology","WI","Pregnancy","Awards",7
"theme3","Pregnancy & Perinatology","WI","Pregnancy","Funding",3.409037
"theme3","Pregnancy & Perinatology","WV","Pregnancy","Awards",1
"theme3","Pregnancy & Perinatology","WV","Pregnancy","Funding",0.456
"theme3","Pregnancy & Perinatology","ZZ","Pregnancy","Awards",1
"theme3","Pregnancy & Perinatology","ZZ","Pregnancy","Funding",0.49099
"theme4","Child Development & Behavior","AZ","Pediatrics","Awards",7
"theme4","Child Development & Behavior","AZ","Pediatrics","Funding",3.689691
"theme4","Child Development & Behavior","CA","Pediatrics","Awards",47
"theme4","Child Development & Behavior","CA","Pediatrics","Funding",20.740124
"theme4","Child Development & Behavior","CO","Pediatrics","Awards",5
"theme4","Child Development & Behavior","CO","Pediatrics","Funding",2.137772
"theme4","Child Development & Behavior","CT","Pediatrics","Awards",7
"theme4","Child Development & Behavior","CT","Pediatrics","Funding",2.832592
"theme4","Child Development & Behavior","DC","Pediatrics","Awards",3
"theme4","Child Development & Behavior","DC","Pediatrics","Funding",1.350906
"theme4","Child Development & Behavior","FL","Pediatrics","Awards",9
"theme4","Child Development & Behavior","FL","Pediatrics","Funding",4.997699
"theme4","Child Development & Behavior","GA","Pediatrics","Awards",5
"theme4","Child Development & Behavior","GA","Pediatrics","Funding",1.309568
"theme4","Child Development & Behavior","IA","Pediatrics","Awards",5
"theme4","Child Development & Behavior","IA","Pediatrics","Funding",1.99492
"theme4","Child Development & Behavior","IL","Pediatrics","Awards",6
"theme4","Child Development & Behavior","IL","Pediatrics","Funding",2.316121
"theme4","Child Development & Behavior","IN","Pediatrics","Awards",3
"theme4","Child Development & Behavior","IN","Pediatrics","Funding",0.810686
"theme4","Child Development & Behavior","KS","Pediatrics","Awards",6
"theme4","Child Development & Behavior","KS","Pediatrics","Funding",3.11058
"theme4","Child Development & Behavior","LA","Pediatrics","Awards",2
"theme4","Child Development & Behavior","LA","Pediatrics","Funding",0.845078
"theme4","Child Development & Behavior","MA","Pediatrics","Awards",25
"theme4","Child Development & Behavior","MA","Pediatrics","Funding",11.028401
"theme4","Child Development & Behavior","MD","Pediatrics","Awards",10
"theme4","Child Development & Behavior","MD","Pediatrics","Funding",2.477085
"theme4","Child Development & Behavior","MI","Pediatrics","Awards",15
"theme4","Child Development & Behavior","MI","Pediatrics","Funding",5.80584
"theme4","Child Development & Behavior","MN","Pediatrics","Awards",1
"theme4","Child Development & Behavior","MN","Pediatrics","Funding",0.644694
"theme4","Child Development & Behavior","MO","Pediatrics","Awards",7
"theme4","Child Development & Behavior","MO","Pediatrics","Funding",2.16613
"theme4","Child Development & Behavior","MT","Pediatrics","Awards",1
"theme4","Child Development & Behavior","MT","Pediatrics","Funding",0.727781
"theme4","Child Development & Behavior","NC","Pediatrics","Awards",15
"theme4","Child Development & Behavior","NC","Pediatrics","Funding",5.08607
"theme4","Child Development & Behavior","ND","Pediatrics","Awards",1
"theme4","Child Development & Behavior","ND","Pediatrics","Funding",0.434929
"theme4","Child Development & Behavior","NE","Pediatrics","Awards",2
"theme4","Child Development & Behavior","NE","Pediatrics","Funding",0.793969
"theme4","Child Development & Behavior","NJ","Pediatrics","Awards",4
"theme4","Child Development & Behavior","NJ","Pediatrics","Funding",0.599494
"theme4","Child Development & Behavior","NY","Pediatrics","Awards",30
"theme4","Child Development & Behavior","NY","Pediatrics","Funding",11.053671
"theme4","Child Development & Behavior","OH","Pediatrics","Awards",14
"theme4","Child Development & Behavior","OH","Pediatrics","Funding",6.605049
"theme4","Child Development & Behavior","OK","Pediatrics","Awards",2
"theme4","Child Development & Behavior","OK","Pediatrics","Funding",0.892117
"theme4","Child Development & Behavior","OR","Pediatrics","Awards",8
"theme4","Child Development & Behavior","OR","Pediatrics","Funding",3.116434
"theme4","Child Development & Behavior","PA","Pediatrics","Awards",22
"theme4","Child Development & Behavior","PA","Pediatrics","Funding",10.822131
"theme4","Child Development & Behavior","RI","Pediatrics","Awards",6
"theme4","Child Development & Behavior","RI","Pediatrics","Funding",2.924675
"theme4","Child Development & Behavior","SC","Pediatrics","Awards",8
"theme4","Child Development & Behavior","SC","Pediatrics","Funding",2.739861
"theme4","Child Development & Behavior","TN","Pediatrics","Awards",11
"theme4","Child Development & Behavior","TN","Pediatrics","Funding",4.293476
"theme4","Child Development & Behavior","TX","Pediatrics","Awards",13
"theme4","Child Development & Behavior","TX","Pediatrics","Funding",5.348061
"theme4","Child Development & Behavior","UT","Pediatrics","Awards",1
"theme4","Child Development & Behavior","UT","Pediatrics","Funding",0.559247
"theme4","Child Development & Behavior","VA","Pediatrics","Awards",5
"theme4","Child Development & Behavior","VA","Pediatrics","Funding",2.32993
"theme4","Child Development & Behavior","WA","Pediatrics","Awards",6
"theme4","Child Development & Behavior","WA","Pediatrics","Funding",5.03155
"theme4","Child Development & Behavior","WI","Pediatrics","Awards",5
"theme4","Child Development & Behavior","WI","Pediatrics","Funding",2.98798
"theme4","Dev. Biology & Congenital Anomalies","MA","Pediatrics","Awards",1
"theme4","Dev. Biology & Congenital Anomalies","MA","Pediatrics","Funding",6.025145
"theme4","Dev. Biology & Congenital Anomalies","MD","Pediatrics","Awards",1
"theme4","Dev. Biology & Congenital Anomalies","MD","Pediatrics","Funding",0.650351
"theme4","Dev. Biology & Congenital Anomalies","MO","Pediatrics","Awards",1
"theme4","Dev. Biology & Congenital Anomalies","MO","Pediatrics","Funding",0.246777
"theme4","Dev. Biology & Congenital Anomalies","NY","Pediatrics","Awards",1
"theme4","Dev. Biology & Congenital Anomalies","NY","Pediatrics","Funding",0.161579
"theme4","Dev. Biology & Congenital Anomalies","OH","Pediatrics","Awards",1
"theme4","Dev. Biology & Congenital Anomalies","OH","Pediatrics","Funding",1.598939
"theme4","Dev. Biology & Congenital Anomalies","PA","Pediatrics","Awards",5
"theme4","Dev. Biology & Congenital Anomalies","PA","Pediatrics","Funding",12.43332
"theme4","Dev. Biology & Congenital Anomalies","TX","Pediatrics","Awards",1
"theme4","Dev. Biology & Congenital Anomalies","TX","Pediatrics","Funding",1.285836
"theme4","Fertility & Infertility","GA","Pediatrics","Awards",2
"theme4","Fertility & Infertility","GA","Pediatrics","Funding",0.951987
"theme4","Fertility & Infertility","IL","Pediatrics","Awards",1
"theme4","Fertility & Infertility","IL","Pediatrics","Funding",0.410107
"theme4","Fertility & Infertility","MA","Pediatrics","Awards",1
"theme4","Fertility & Infertility","MA","Pediatrics","Funding",0.45375
"theme4","Fertility & Infertility","MI","Pediatrics","Awards",1
"theme4","Fertility & Infertility","MI","Pediatrics","Funding",0.636709
"theme4","Fertility & Infertility","MO","Pediatrics","Awards",1
"theme4","Fertility & Infertility","MO","Pediatrics","Funding",0.034114
"theme4","Fertility & Infertility","NY","Pediatrics","Awards",1
"theme4","Fertility & Infertility","NY","Pediatrics","Funding",0.638119
"theme4","Fertility & Infertility","SC","Pediatrics","Awards",1
"theme4","Fertility & Infertility","SC","Pediatrics","Funding",0.541602
"theme4","Fertility & Infertility","UT","Pediatrics","Awards",1
"theme4","Fertility & Infertility","UT","Pediatrics","Funding",0.041123
"theme4","Gynecologic Health & Disease","CA","Pediatrics","Awards",2
"theme4","Gynecologic Health & Disease","CA","Pediatrics","Funding",0.73786
"theme4","Gynecologic Health & Disease","GA","Pediatrics","Awards",1
"theme4","Gynecologic Health & Disease","GA","Pediatrics","Funding",0.54677
"theme4","Gynecologic Health & Disease","MD","Pediatrics","Awards",1
"theme4","Gynecologic Health & Disease","MD","Pediatrics","Funding",0.111419
"theme4","Gynecologic Health & Disease","MI","Pediatrics","Awards",1
"theme4","Gynecologic Health & Disease","MI","Pediatrics","Funding",0.123156
"theme4","Gynecologic Health & Disease","NC","Pediatrics","Awards",1
"theme4","Gynecologic Health & Disease","NC","Pediatrics","Funding",0.186661
"theme4","Gynecologic Health & Disease","WA","Pediatrics","Awards",2
"theme4","Gynecologic Health & Disease","WA","Pediatrics","Funding",2.373849
"theme4","Intellectual & Developmental Disabilities","AL","Pediatrics","Awards",2
"theme4","Intellectual & Developmental Disabilities","AL","Pediatrics","Funding",0.366472
"theme4","Intellectual & Developmental Disabilities","AZ","Pediatrics","Awards",2
"theme4","Intellectual & Developmental Disabilities","AZ","Pediatrics","Funding",0.750478
"theme4","Intellectual & Developmental Disabilities","CA","Pediatrics","Awards",32
"theme4","Intellectual & Developmental Disabilities","CA","Pediatrics","Funding",17.754703
"theme4","Intellectual & Developmental Disabilities","CO","Pediatrics","Awards",7
"theme4","Intellectual & Developmental Disabilities","CO","Pediatrics","Funding",5.219532
"theme4","Intellectual & Developmental Disabilities","CT","Pediatrics","Awards",2
"theme4","Intellectual & Developmental Disabilities","CT","Pediatrics","Funding",0.687085
"theme4","Intellectual & Developmental Disabilities","DC","Pediatrics","Awards",4
"theme4","Intellectual & Developmental Disabilities","DC","Pediatrics","Funding",3.106059
"theme4","Intellectual & Developmental Disabilities","GA","Pediatrics","Awards",6
"theme4","Intellectual & Developmental Disabilities","GA","Pediatrics","Funding",3.452311
"theme4","Intellectual & Developmental Disabilities","IA","Pediatrics","Awards",2
"theme4","Intellectual & Developmental Disabilities","IA","Pediatrics","Funding",1.923586
"theme4","Intellectual & Developmental Disabilities","IL","Pediatrics","Awards",5
"theme4","Intellectual & Developmental Disabilities","IL","Pediatrics","Funding",1.491563
"theme4","Intellectual & Developmental Disabilities","IN","Pediatrics","Awards",1
"theme4","Intellectual & Developmental Disabilities","IN","Pediatrics","Funding",1.000001
"theme4","Intellectual & Developmental Disabilities","KS","Pediatrics","Awards",3
"theme4","Intellectual & Developmental Disabilities","KS","Pediatrics","Funding",1.523111
"theme4","Intellectual & Developmental Disabilities","KY","Pediatrics","Awards",1
"theme4","Intellectual & Developmental Disabilities","KY","Pediatrics","Funding",0.1925
"theme4","Intellectual & Developmental Disabilities","MA","Pediatrics","Awards",18
"theme4","Intellectual & Developmental Disabilities","MA","Pediatrics","Funding",7.127611
"theme4","Intellectual & Developmental Disabilities","MD","Pediatrics","Awards",6
"theme4","Intellectual & Developmental Disabilities","MD","Pediatrics","Funding",5.154209
"theme4","Intellectual & Developmental Disabilities","ME","Pediatrics","Awards",2
"theme4","Intellectual & Developmental Disabilities","ME","Pediatrics","Funding",0.751739
"theme4","Intellectual & Developmental Disabilities","MI","Pediatrics","Awards",4
"theme4","Intellectual & Developmental Disabilities","MI","Pediatrics","Funding",2.641392
"theme4","Intellectual & Developmental Disabilities","MN","Pediatrics","Awards",2
"theme4","Intellectual & Developmental Disabilities","MN","Pediatrics","Funding",0.453026
"theme4","Intellectual & Developmental Disabilities","MO","Pediatrics","Awards",10
"theme4","Intellectual & Developmental Disabilities","MO","Pediatrics","Funding",6.034278
"theme4","Intellectual & Developmental Disabilities","NC","Pediatrics","Awards",15
"theme4","Intellectual & Developmental Disabilities","NC","Pediatrics","Funding",9.734913
"theme4","Intellectual & Developmental Disabilities","NJ","Pediatrics","Awards",4
"theme4","Intellectual & Developmental Disabilities","NJ","Pediatrics","Funding",3.197223
"theme4","Intellectual & Developmental Disabilities","NY","Pediatrics","Awards",15
"theme4","Intellectual & Developmental Disabilities","NY","Pediatrics","Funding",11.361646
"theme4","Intellectual & Developmental Disabilities","OH","Pediatrics","Awards",10
"theme4","Intellectual & Developmental Disabilities","OH","Pediatrics","Funding",7.467336
"theme4","Intellectual & Developmental Disabilities","OK","Pediatrics","Awards",1
"theme4","Intellectual & Developmental Disabilities","OK","Pediatrics","Funding",0.444238
"theme4","Intellectual & Developmental Disabilities","OR","Pediatrics","Awards",3
"theme4","Intellectual & Developmental Disabilities","OR","Pediatrics","Funding",2.334018
"theme4","Intellectual & Developmental Disabilities","PA","Pediatrics","Awards",14
"theme4","Intellectual & Developmental Disabilities","PA","Pediatrics","Funding",11.067989
"theme4","Intellectual & Developmental Disabilities","RI","Pediatrics","Awards",1
"theme4","Intellectual & Developmental Disabilities","RI","Pediatrics","Funding",0.02
"theme4","Intellectual & Developmental Disabilities","SC","Pediatrics","Awards",4
"theme4","Intellectual & Developmental Disabilities","SC","Pediatrics","Funding",2.222352
"theme4","Intellectual & Developmental Disabilities","TN","Pediatrics","Awards",3
