"all_themes","major_topic","organization_org_state","short_label","measure","amount"
"theme4","Intellectual & Developmental Disabilities","TN","Pediatrics","Funding",2.272094
"theme4","Intellectual & Developmental Disabilities","TX","Pediatrics","Awards",14
"theme4","Intellectual & Developmental Disabilities","TX","Pediatrics","Funding",6.477512
"theme4","Intellectual & Developmental Disabilities","UT","Pediatrics","Awards",2
"theme4","Intellectual & Developmental Disabilities","UT","Pediatrics","Funding",1.091226
"theme4","Intellectual & Developmental Disabilities","VA","Pediatrics","Awards",3
"theme4","Intellectual & Developmental Disabilities","VA","Pediatrics","Funding",1.486996
"theme4","Intellectual & Developmental Disabilities","WA","Pediatrics","Awards",7
"theme4","Intellectual & Developmental Disabilities","WA","Pediatrics","Funding",3.961522
"theme4","Intellectual & Developmental Disabilities","WI","Pediatrics","Awards",9
"theme4","Intellectual & Developmental Disabilities","WI","Pediatrics","Funding",4.205502
"theme4","Intellectual & Developmental Disabilities","ZZ","Pediatrics","Awards",3
"theme4","Intellectual & Developmental Disabilities","ZZ","Pediatrics","Funding",0.751631
"theme4","Matern. & Ped. Infectious Diseases","AL","Pediatrics","Awards",2
"theme4","Matern. & Ped. Infectious Diseases","AL","Pediatrics","Funding",1.177086
"theme4","Matern. & Ped. Infectious Diseases","CA","Pediatrics","Awards",12
"theme4","Matern. & Ped. Infectious Diseases","CA","Pediatrics","Funding",3.960112
"theme4","Matern. & Ped. Infectious Diseases","CO","Pediatrics","Awards",2
"theme4","Matern. & Ped. Infectious Diseases","CO","Pediatrics","Funding",0.814504
"theme4","Matern. & Ped. Infectious Diseases","CT","Pediatrics","Awards",6
"theme4","Matern. & Ped. Infectious Diseases","CT","Pediatrics","Funding",1.504457
"theme4","Matern. & Ped. Infectious Diseases","FL","Pediatrics","Awards",1
"theme4","Matern. & Ped. Infectious Diseases","FL","Pediatrics","Funding",11.427023
"theme4","Matern. & Ped. Infectious Diseases","GA","Pediatrics","Awards",2
"theme4","Matern. & Ped. Infectious Diseases","GA","Pediatrics","Funding",3.175229
"theme4","Matern. & Ped. Infectious Diseases","IL","Pediatrics","Awards",11
"theme4","Matern. & Ped. Infectious Diseases","IL","Pediatrics","Funding",6.463657
"theme4","Matern. & Ped. Infectious Diseases","IN","Pediatrics","Awards",6
"theme4","Matern. & Ped. Infectious Diseases","IN","Pediatrics","Funding",2.194133
"theme4","Matern. & Ped. Infectious Diseases","LA","Pediatrics","Awards",1
"theme4","Matern. & Ped. Infectious Diseases","LA","Pediatrics","Funding",0.708809
"theme4","Matern. & Ped. Infectious Diseases","MA","Pediatrics","Awards",26
"theme4","Matern. & Ped. Infectious Diseases","MA","Pediatrics","Funding",16.144365
"theme4","Matern. & Ped. Infectious Diseases","MD","Pediatrics","Awards",10
"theme4","Matern. & Ped. Infectious Diseases","MD","Pediatrics","Funding",9.873633
"theme4","Matern. & Ped. Infectious Diseases","MO","Pediatrics","Awards",5
"theme4","Matern. & Ped. Infectious Diseases","MO","Pediatrics","Funding",2.214323
"theme4","Matern. & Ped. Infectious Diseases","NC","Pediatrics","Awards",2
"theme4","Matern. & Ped. Infectious Diseases","NC","Pediatrics","Funding",1.310695
"theme4","Matern. & Ped. Infectious Diseases","NE","Pediatrics","Awards",1
"theme4","Matern. & Ped. Infectious Diseases","NE","Pediatrics","Funding",0.567305
"theme4","Matern. & Ped. Infectious Diseases","NH","Pediatrics","Awards",2
"theme4","Matern. & Ped. Infectious Diseases","NH","Pediatrics","Funding",0.703158
"theme4","Matern. & Ped. Infectious Diseases","NJ","Pediatrics","Awards",1
"theme4","Matern. & Ped. Infectious Diseases","NJ","Pediatrics","Funding",1.6485
"theme4","Matern. & Ped. Infectious Diseases","NY","Pediatrics","Awards",13
"theme4","Matern. & Ped. Infectious Diseases","NY","Pediatrics","Funding",4.479864
"theme4","Matern. & Ped. Infectious Diseases","OH","Pediatrics","Awards",2
"theme4","Matern. & Ped. Infectious Diseases","OH","Pediatrics","Funding",1.187391
"theme4","Matern. & Ped. Infectious Diseases","OR","Pediatrics","Awards",1
"theme4","Matern. & Ped. Infectious Diseases","OR","Pediatrics","Funding",2.720461
"theme4","Matern. & Ped. Infectious Diseases","SC","Pediatrics","Awards",1
"theme4","Matern. & Ped. Infectious Diseases","SC","Pediatrics","Funding",0.180446
"theme4","Matern. & Ped. Infectious Diseases","TX","Pediatrics","Awards",2
"theme4","Matern. & Ped. Infectious Diseases","TX","Pediatrics","Funding",1.134188
"theme4","Matern. & Ped. Infectious Diseases","VT","Pediatrics","Awards",1
"theme4","Matern. & Ped. Infectious Diseases","VT","Pediatrics","Funding",0.512995
"theme4","Matern. & Ped. Infectious Diseases","WA","Pediatrics","Awards",20
"theme4","Matern. & Ped. Infectious Diseases","WA","Pediatrics","Funding",17.008783
"theme4","Matern. & Ped. Infectious Diseases","ZZ","Pediatrics","Awards",14
"theme4","Matern. & Ped. Infectious Diseases","ZZ","Pediatrics","Funding",4.292373
"theme4","Natl. Ctr. for Med. Rehabilitation Res.","AL","Pediatrics","Awards",1
"theme4","Natl. Ctr. for Med. Rehabilitation Res.","AL","Pediatrics","Funding",0.640699
"theme4","Natl. Ctr. for Med. Rehabilitation Res.","AZ","Pediatrics","Awards",1
"theme4","Natl. Ctr. for Med. Rehabilitation Res.","AZ","Pediatrics","Funding",0.412402
"theme4","Natl. Ctr. for Med. Rehabilitation Res.","CA","Pediatrics","Awards",4
"theme4","Natl. Ctr. for Med. Rehabilitation Res.","CA","Pediatrics","Funding",1.631172
"theme4","Natl. Ctr. for Med. Rehabilitation Res.","CO","Pediatrics","Awards",1
"theme4","Natl. Ctr. for Med. Rehabilitation Res.","CO","Pediatrics","Funding",0.3465
"theme4","Natl. Ctr. for Med. Rehabilitation Res.","CT","Pediatrics","Awards",2
"theme4","Natl. Ctr. for Med. Rehabilitation Res.","CT","Pediatrics","Funding",0.507154
"theme4","Natl. Ctr. for Med. Rehabilitation Res.","DE","Pediatrics","Awards",1
"theme4","Natl. Ctr. for Med. Rehabilitation Res.","DE","Pediatrics","Funding",0.477263
"theme4","Natl. Ctr. for Med. Rehabilitation Res.","FL","Pediatrics","Awards",2
"theme4","Natl. Ctr. for Med. Rehabilitation Res.","FL","Pediatrics","Funding",0.327048
"theme4","Natl. Ctr. for Med. Rehabilitation Res.","GA","Pediatrics","Awards",1
"theme4","Natl. Ctr. for Med. Rehabilitation Res.","GA","Pediatrics","Funding",0.624252
"theme4","Natl. Ctr. for Med. Rehabilitation Res.","IL","Pediatrics","Awards",5
"theme4","Natl. Ctr. for Med. Rehabilitation Res.","IL","Pediatrics","Funding",2.121365
"theme4","Natl. Ctr. for Med. Rehabilitation Res.","MA","Pediatrics","Awards",2
"theme4","Natl. Ctr. for Med. Rehabilitation Res.","MA","Pediatrics","Funding",0.337392
"theme4","Natl. Ctr. for Med. Rehabilitation Res.","MD","Pediatrics","Awards",1
"theme4","Natl. Ctr. for Med. Rehabilitation Res.","MD","Pediatrics","Funding",0.136315
"theme4","Natl. Ctr. for Med. Rehabilitation Res.","MI","Pediatrics","Awards",1
"theme4","Natl. Ctr. for Med. Rehabilitation Res.","MI","Pediatrics","Funding",0.387263
"theme4","Natl. Ctr. for Med. Rehabilitation Res.","MN","Pediatrics","Awards",2
"theme4","Natl. Ctr. for Med. Rehabilitation Res.","MN","Pediatrics","Funding",1.634706
"theme4","Natl. Ctr. for Med. Rehabilitation Res.","NC","Pediatrics","Awards",1
"theme4","Natl. Ctr. for Med. Rehabilitation Res.","NC","Pediatrics","Funding",0.18751
"theme4","Natl. Ctr. for Med. Rehabilitation Res.","NE","Pediatrics","Awards",3
"theme4","Natl. Ctr. for Med. Rehabilitation Res.","NE","Pediatrics","Funding",1.771972
"theme4","Natl. Ctr. for Med. Rehabilitation Res.","NY","Pediatrics","Awards",1
"theme4","Natl. Ctr. for Med. Rehabilitation Res.","NY","Pediatrics","Funding",0.249
"theme4","Natl. Ctr. for Med. Rehabilitation Res.","OH","Pediatrics","Awards",7
"theme4","Natl. Ctr. for Med. Rehabilitation Res.","OH","Pediatrics","Funding",2.171199
"theme4","Natl. Ctr. for Med. Rehabilitation Res.","OR","Pediatrics","Awards",1
"theme4","Natl. Ctr. for Med. Rehabilitation Res.","OR","Pediatrics","Funding",0.16865
"theme4","Natl. Ctr. for Med. Rehabilitation Res.","PA","Pediatrics","Awards",1
"theme4","Natl. Ctr. for Med. Rehabilitation Res.","PA","Pediatrics","Funding",0.163178
"theme4","Natl. Ctr. for Med. Rehabilitation Res.","TX","Pediatrics","Awards",2
"theme4","Natl. Ctr. for Med. Rehabilitation Res.","TX","Pediatrics","Funding",1.183364
"theme4","Natl. Ctr. for Med. Rehabilitation Res.","VA","Pediatrics","Awards",1
"theme4","Natl. Ctr. for Med. Rehabilitation Res.","VA","Pediatrics","Funding",0.436321
"theme4","Natl. Ctr. for Med. Rehabilitation Res.","WA","Pediatrics","Awards",5
"theme4","Natl. Ctr. for Med. Rehabilitation Res.","WA","Pediatrics","Funding",2.893128
"theme4","Natl. Ctr. for Med. Rehabilitation Res.","WI","Pediatrics","Awards",2
"theme4","Natl. Ctr. for Med. Rehabilitation Res.","WI","Pediatrics","Funding",0.794283
"theme4","Obstet. & Ped. Pharmacol. & Therap.","AL","Pediatrics","Awards",1
"theme4","Obstet. & Ped. Pharmacol. & Therap.","AL","Pediatrics","Funding",0.629182
"theme4","Obstet. & Ped. Pharmacol. & Therap.","CA","Pediatrics","Awards",8
"theme4","Obstet. & Ped. Pharmacol. & Therap.","CA","Pediatrics","Funding",5.020812
"theme4","Obstet. & Ped. Pharmacol. & Therap.","CO","Pediatrics","Awards",2
"theme4","Obstet. & Ped. Pharmacol. & Therap.","CO","Pediatrics","Funding",0.808914
"theme4","Obstet. & Ped. Pharmacol. & Therap.","CT","Pediatrics","Awards",2
"theme4","Obstet. & Ped. Pharmacol. & Therap.","CT","Pediatrics","Funding",0.65159
"theme4","Obstet. & Ped. Pharmacol. & Therap.","DC","Pediatrics","Awards",3
"theme4","Obstet. & Ped. Pharmacol. & Therap.","DC","Pediatrics","Funding",1.433744
"theme4","Obstet. & Ped. Pharmacol. & Therap.","FL","Pediatrics","Awards",1
"theme4","Obstet. & Ped. Pharmacol. & Therap.","FL","Pediatrics","Funding",0.1525
"theme4","Obstet. & Ped. Pharmacol. & Therap.","IL","Pediatrics","Awards",1
"theme4","Obstet. & Ped. Pharmacol. & Therap.","IL","Pediatrics","Funding",0.055114
"theme4","Obstet. & Ped. Pharmacol. & Therap.","IN","Pediatrics","Awards",1
"theme4","Obstet. & Ped. Pharmacol. & Therap.","IN","Pediatrics","Funding",3.375307
"theme4","Obstet. & Ped. Pharmacol. & Therap.","LA","Pediatrics","Awards",2
"theme4","Obstet. & Ped. Pharmacol. & Therap.","LA","Pediatrics","Funding",0.592732
"theme4","Obstet. & Ped. Pharmacol. & Therap.","MA","Pediatrics","Awards",6
"theme4","Obstet. & Ped. Pharmacol. & Therap.","MA","Pediatrics","Funding",1.206609
"theme4","Obstet. & Ped. Pharmacol. & Therap.","MD","Pediatrics","Awards",4
"theme4","Obstet. & Ped. Pharmacol. & Therap.","MD","Pediatrics","Funding",2.857367
"theme4","Obstet. & Ped. Pharmacol. & Therap.","MN","Pediatrics","Awards",1
"theme4","Obstet. & Ped. Pharmacol. & Therap.","MN","Pediatrics","Funding",0.673986
"theme4","Obstet. & Ped. Pharmacol. & Therap.","MO","Pediatrics","Awards",4
"theme4","Obstet. & Ped. Pharmacol. & Therap.","MO","Pediatrics","Funding",0.942749
"theme4","Obstet. & Ped. Pharmacol. & Therap.","NC","Pediatrics","Awards",15
"theme4","Obstet. & Ped. Pharmacol. & Therap.","NC","Pediatrics","Funding",4.243575
"theme4","Obstet. & Ped. Pharmacol. & Therap.","NJ","Pediatrics","Awards",1
"theme4","Obstet. & Ped. Pharmacol. & Therap.","NJ","Pediatrics","Funding",0.663345
"theme4","Obstet. & Ped. Pharmacol. & Therap.","NY","Pediatrics","Awards",4
"theme4","Obstet. & Ped. Pharmacol. & Therap.","NY","Pediatrics","Funding",4.330516
"theme4","Obstet. & Ped. Pharmacol. & Therap.","OH","Pediatrics","Awards",7
"theme4","Obstet. & Ped. Pharmacol. & Therap.","OH","Pediatrics","Funding",3.66692
"theme4","Obstet. & Ped. Pharmacol. & Therap.","OR","Pediatrics","Awards",1
"theme4","Obstet. & Ped. Pharmacol. & Therap.","OR","Pediatrics","Funding",0.659444
"theme4","Obstet. & Ped. Pharmacol. & Therap.","PA","Pediatrics","Awards",5
"theme4","Obstet. & Ped. Pharmacol. & Therap.","PA","Pediatrics","Funding",4.701825
"theme4","Obstet. & Ped. Pharmacol. & Therap.","TN","Pediatrics","Awards",3
"theme4","Obstet. & Ped. Pharmacol. & Therap.","TN","Pediatrics","Funding",2.258393
"theme4","Obstet. & Ped. Pharmacol. & Therap.","TX","Pediatrics","Awards",5
"theme4","Obstet. & Ped. Pharmacol. & Therap.","TX","Pediatrics","Funding",3.098172
"theme4","Obstet. & Ped. Pharmacol. & Therap.","UT","Pediatrics","Awards",1
"theme4","Obstet. & Ped. Pharmacol. & Therap.","UT","Pediatrics","Funding",0.288294
"theme4","Obstet. & Ped. Pharmacol. & Therap.","WA","Pediatrics","Awards",1
"theme4","Obstet. & Ped. Pharmacol. & Therap.","WA","Pediatrics","Funding",0.480822
"theme4","Obstet. & Ped. Pharmacol. & Therap.","WI","Pediatrics","Awards",1
"theme4","Obstet. & Ped. Pharmacol. & Therap.","WI","Pediatrics","Funding",0.327289
"theme4","Obstet. & Ped. Pharmacol. & Therap.","ZZ","Pediatrics","Awards",1
"theme4","Obstet. & Ped. Pharmacol. & Therap.","ZZ","Pediatrics","Funding",0.56225
"theme4","Pediatric Growth & Nutrition","AL","Pediatrics","Awards",1
"theme4","Pediatric Growth & Nutrition","AL","Pediatrics","Funding",0.41928
"theme4","Pediatric Growth & Nutrition","AZ","Pediatrics","Awards",2
"theme4","Pediatric Growth & Nutrition","AZ","Pediatrics","Funding",0.874288
"theme4","Pediatric Growth & Nutrition","CA","Pediatrics","Awards",21
"theme4","Pediatric Growth & Nutrition","CA","Pediatrics","Funding",7.848311
"theme4","Pediatric Growth & Nutrition","CO","Pediatrics","Awards",2
"theme4","Pediatric Growth & Nutrition","CO","Pediatrics","Funding",0.792165
"theme4","Pediatric Growth & Nutrition","CT","Pediatrics","Awards",1
"theme4","Pediatric Growth & Nutrition","CT","Pediatrics","Funding",0.553621
"theme4","Pediatric Growth & Nutrition","DC","Pediatrics","Awards",4
"theme4","Pediatric Growth & Nutrition","DC","Pediatrics","Funding",1.937278
"theme4","Pediatric Growth & Nutrition","FL","Pediatrics","Awards",1
"theme4","Pediatric Growth & Nutrition","FL","Pediatrics","Funding",0.395006
"theme4","Pediatric Growth & Nutrition","GA","Pediatrics","Awards",3
"theme4","Pediatric Growth & Nutrition","GA","Pediatrics","Funding",0.806019
"theme4","Pediatric Growth & Nutrition","HI","Pediatrics","Awards",1
"theme4","Pediatric Growth & Nutrition","HI","Pediatrics","Funding",0.623728
"theme4","Pediatric Growth & Nutrition","IA","Pediatrics","Awards",1
"theme4","Pediatric Growth & Nutrition","IA","Pediatrics","Funding",0.444503
"theme4","Pediatric Growth & Nutrition","ID","Pediatrics","Awards",1
"theme4","Pediatric Growth & Nutrition","ID","Pediatrics","Funding",0.239399
"theme4","Pediatric Growth & Nutrition","IL","Pediatrics","Awards",3
"theme4","Pediatric Growth & Nutrition","IL","Pediatrics","Funding",1.649342
"theme4","Pediatric Growth & Nutrition","IN","Pediatrics","Awards",2
"theme4","Pediatric Growth & Nutrition","IN","Pediatrics","Funding",0.325214
"theme4","Pediatric Growth & Nutrition","KY","Pediatrics","Awards",1
"theme4","Pediatric Growth & Nutrition","KY","Pediatrics","Funding",0.603611
"theme4","Pediatric Growth & Nutrition","LA","Pediatrics","Awards",1
"theme4","Pediatric Growth & Nutrition","LA","Pediatrics","Funding",0.079348
"theme4","Pediatric Growth & Nutrition","MA","Pediatrics","Awards",12
"theme4","Pediatric Growth & Nutrition","MA","Pediatrics","Funding",6.188001
"theme4","Pediatric Growth & Nutrition","MB","Pediatrics","Awards",1
"theme4","Pediatric Growth & Nutrition","MB","Pediatrics","Funding",0.584243
"theme4","Pediatric Growth & Nutrition","MD","Pediatrics","Awards",1
"theme4","Pediatric Growth & Nutrition","MD","Pediatrics","Funding",0.01
"theme4","Pediatric Growth & Nutrition","MI","Pediatrics","Awards",6
"theme4","Pediatric Growth & Nutrition","MI","Pediatrics","Funding",1.758178
"theme4","Pediatric Growth & Nutrition","MN","Pediatrics","Awards",4
"theme4","Pediatric Growth & Nutrition","MN","Pediatrics","Funding",2.085218
"theme4","Pediatric Growth & Nutrition","MO","Pediatrics","Awards",2
"theme4","Pediatric Growth & Nutrition","MO","Pediatrics","Funding",0.767056
"theme4","Pediatric Growth & Nutrition","NC","Pediatrics","Awards",5
"theme4","Pediatric Growth & Nutrition","NC","Pediatrics","Funding",0.800678
"theme4","Pediatric Growth & Nutrition","NE","Pediatrics","Awards",1
"theme4","Pediatric Growth & Nutrition","NE","Pediatrics","Funding",0.582898
"theme4","Pediatric Growth & Nutrition","NJ","Pediatrics","Awards",6
"theme4","Pediatric Growth & Nutrition","NJ","Pediatrics","Funding",1.275695
"theme4","Pediatric Growth & Nutrition","NY","Pediatrics","Awards",7
"theme4","Pediatric Growth & Nutrition","NY","Pediatrics","Funding",4.398114
"theme4","Pediatric Growth & Nutrition","OH","Pediatrics","Awards",5
"theme4","Pediatric Growth & Nutrition","OH","Pediatrics","Funding",2.503704
"theme4","Pediatric Growth & Nutrition","OK","Pediatrics","Awards",2
"theme4","Pediatric Growth & Nutrition","OK","Pediatrics","Funding",0.913306
"theme4","Pediatric Growth & Nutrition","OR","Pediatrics","Awards",3
"theme4","Pediatric Growth & Nutrition","OR","Pediatrics","Funding",1.685434
"theme4","Pediatric Growth & Nutrition","PA","Pediatrics","Awards",9
"theme4","Pediatric Growth & Nutrition","PA","Pediatrics","Funding",2.742843
"theme4","Pediatric Growth & Nutrition","RI","Pediatrics","Awards",3
"theme4","Pediatric Growth & Nutrition","RI","Pediatrics","Funding",0.887052
"theme4","Pediatric Growth & Nutrition","SC","Pediatrics","Awards",2
"theme4","Pediatric Growth & Nutrition","SC","Pediatrics","Funding",0.446877
"theme4","Pediatric Growth & Nutrition","TN","Pediatrics","Awards",4
"theme4","Pediatric Growth & Nutrition","TN","Pediatrics","Funding",1.794831
"theme4","Pediatric Growth & Nutrition","TX","Pediatrics","Awards",4
"theme4","Pediatric Growth & Nutrition","TX","Pediatrics","Funding",1.681099
"theme4","Pediatric Growth & Nutrition","UT","Pediatrics","Awards",2
"theme4","Pediatric Growth & Nutrition","UT","Pediatrics","Funding",0.095404
"theme4","Pediatric Growth & Nutrition","VA","Pediatrics","Awards",3
"theme4","Pediatric Growth & Nutrition","VA","Pediatrics","Funding",1.041129
"theme4","Pediatric Growth & Nutrition","WA","Pediatrics","Awards",4
"theme4","Pediatric Growth & Nutrition","WA","Pediatrics","Funding",0.777737
"theme4","Pediatric Growth & Nutrition","WI","Pediatrics","Awards",1
"theme4","Pediatric Growth & Nutrition","WI","Pediatrics","Funding",0.633769
"theme4","Pediatric Trauma & Critical Care","AL","Pediatrics","Awards",2
"theme4","Pediatric Trauma & Critical Care","AL","Pediatrics","Funding",0.862124
"theme4","Pediatric Trauma & Critical Care","AZ","Pediatrics","Awards",1
"theme4","Pediatric Trauma & Critical Care","AZ","Pediatrics","Funding",0.409845
"theme4","Pediatric Trauma & Critical Care","CA","Pediatrics","Awards",16
"theme4","Pediatric Trauma & Critical Care","CA","Pediatrics","Funding",6.883432
"theme4","Pediatric Trauma & Critical Care","CO","Pediatrics","Awards",7
"theme4","Pediatric Trauma & Critical Care","CO","Pediatrics","Funding",2.306593
"theme4","Pediatric Trauma & Critical Care","CT","Pediatrics","Awards",5
"theme4","Pediatric Trauma & Critical Care","CT","Pediatrics","Funding",2.440455
"theme4","Pediatric Trauma & Critical Care","DC","Pediatrics","Awards",2
"theme4","Pediatric Trauma & Critical Care","DC","Pediatrics","Funding",0.858096
"theme4","Pediatric Trauma & Critical Care","FL","Pediatrics","Awards",2
"theme4","Pediatric Trauma & Critical Care","FL","Pediatrics","Funding",0.588596
"theme4","Pediatric Trauma & Critical Care","GA","Pediatrics","Awards",3
"theme4","Pediatric Trauma & Critical Care","GA","Pediatrics","Funding",0.380544
"theme4","Pediatric Trauma & Critical Care","IA","Pediatrics","Awards",3
"theme4","Pediatric Trauma & Critical Care","IA","Pediatrics","Funding",0.691879
"theme4","Pediatric Trauma & Critical Care","IL","Pediatrics","Awards",8
"theme4","Pediatric Trauma & Critical Care","IL","Pediatrics","Funding",3.712579
"theme4","Pediatric Trauma & Critical Care","IN","Pediatrics","Awards",5
"theme4","Pediatric Trauma & Critical Care","IN","Pediatrics","Funding",1.567689
"theme4","Pediatric Trauma & Critical Care","MA","Pediatrics","Awards",8
"theme4","Pediatric Trauma & Critical Care","MA","Pediatrics","Funding",5.171051
"theme4","Pediatric Trauma & Critical Care","MD","Pediatrics","Awards",8
"theme4","Pediatric Trauma & Critical Care","MD","Pediatrics","Funding",3.619624
"theme4","Pediatric Trauma & Critical Care","MI","Pediatrics","Awards",7
"theme4","Pediatric Trauma & Critical Care","MI","Pediatrics","Funding",6.02142
"theme4","Pediatric Trauma & Critical Care","MN","Pediatrics","Awards",5
"theme4","Pediatric Trauma & Critical Care","MN","Pediatrics","Funding",2.851928
"theme4","Pediatric Trauma & Critical Care","NC","Pediatrics","Awards",7
"theme4","Pediatric Trauma & Critical Care","NC","Pediatrics","Funding",3.791874
"theme4","Pediatric Trauma & Critical Care","NV","Pediatrics","Awards",1
"theme4","Pediatric Trauma & Critical Care","NV","Pediatrics","Funding",0.153602
"theme4","Pediatric Trauma & Critical Care","NY","Pediatrics","Awards",11
"theme4","Pediatric Trauma & Critical Care","NY","Pediatrics","Funding",8.785969
"theme4","Pediatric Trauma & Critical Care","OH","Pediatrics","Awards",11
"theme4","Pediatric Trauma & Critical Care","OH","Pediatrics","Funding",6.03359
"theme4","Pediatric Trauma & Critical Care","PA","Pediatrics","Awards",18
"theme4","Pediatric Trauma & Critical Care","PA","Pediatrics","Funding",8.213998
"theme4","Pediatric Trauma & Critical Care","RI","Pediatrics","Awards",2
"theme4","Pediatric Trauma & Critical Care","RI","Pediatrics","Funding",0.795902
"theme4","Pediatric Trauma & Critical Care","SC","Pediatrics","Awards",4
"theme4","Pediatric Trauma & Critical Care","SC","Pediatrics","Funding",2.214232
"theme4","Pediatric Trauma & Critical Care","TN","Pediatrics","Awards",1
"theme4","Pediatric Trauma & Critical Care","TN","Pediatrics","Funding",0.128596
"theme4","Pediatric Trauma & Critical Care","TX","Pediatrics","Awards",6
"theme4","Pediatric Trauma & Critical Care","TX","Pediatrics","Funding",2.356222
"theme4","Pediatric Trauma & Critical Care","UT","Pediatrics","Awards",3
"theme4","Pediatric Trauma & Critical Care","UT","Pediatrics","Funding",1.187028
"theme4","Pediatric Trauma & Critical Care","WA","Pediatrics","Awards",13
"theme4","Pediatric Trauma & Critical Care","WA","Pediatrics","Funding",3.755626
"theme4","Population Dynamics","AZ","Pediatrics","Awards",3
"theme4","Population Dynamics","AZ","Pediatrics","Funding",1.630203
"theme4","Population Dynamics","CA","Pediatrics","Awards",23
"theme4","Population Dynamics","CA","Pediatrics","Funding",10.454116
"theme4","Population Dynamics","CO","Pediatrics","Awards",3
"theme4","Population Dynamics","CO","Pediatrics","Funding",2.867994
"theme4","Population Dynamics","CT","Pediatrics","Awards",1
"theme4","Population Dynamics","CT","Pediatrics","Funding",0.463689
"theme4","Population Dynamics","DC","Pediatrics","Awards",1
"theme4","Population Dynamics","DC","Pediatrics","Funding",0.704252
"theme4","Population Dynamics","FL","Pediatrics","Awards",1
"theme4","Population Dynamics","FL","Pediatrics","Funding",0.540915
"theme4","Population Dynamics","GA","Pediatrics","Awards",4
"theme4","Population Dynamics","GA","Pediatrics","Funding",1.493462
"theme4","Population Dynamics","IL","Pediatrics","Awards",5
"theme4","Population Dynamics","IL","Pediatrics","Funding",1.742482
"theme4","Population Dynamics","IN","Pediatrics","Awards",3
"theme4","Population Dynamics","IN","Pediatrics","Funding",0.95798
"theme4","Population Dynamics","LA","Pediatrics","Awards",2
"theme4","Population Dynamics","LA","Pediatrics","Funding",0.700442
"theme4","Population Dynamics","MA","Pediatrics","Awards",12
"theme4","Population Dynamics","MA","Pediatrics","Funding",6.498627
"theme4","Population Dynamics","MD","Pediatrics","Awards",13
"theme4","Population Dynamics","MD","Pediatrics","Funding",4.480579
"theme4","Population Dynamics","MI","Pediatrics","Awards",18
"theme4","Population Dynamics","MI","Pediatrics","Funding",8.767336
"theme4","Population Dynamics","MN","Pediatrics","Awards",7
"theme4","Population Dynamics","MN","Pediatrics","Funding",3.38826
"theme4","Population Dynamics","MO","Pediatrics","Awards",1
"theme4","Population Dynamics","MO","Pediatrics","Funding",0.161592
"theme4","Population Dynamics","NC","Pediatrics","Awards",14
"theme4","Population Dynamics","NC","Pediatrics","Funding",4.027826
"theme4","Population Dynamics","NJ","Pediatrics","Awards",4
"theme4","Population Dynamics","NJ","Pediatrics","Funding",4.906572
"theme4","Population Dynamics","NV","Pediatrics","Awards",3
"theme4","Population Dynamics","NV","Pediatrics","Funding",0.975202
"theme4","Population Dynamics","NY","Pediatrics","Awards",16
"theme4","Population Dynamics","NY","Pediatrics","Funding",5.387721
"theme4","Population Dynamics","OH","Pediatrics","Awards",4
"theme4","Population Dynamics","OH","Pediatrics","Funding",2.254881
"theme4","Population Dynamics","PA","Pediatrics","Awards",15
"theme4","Population Dynamics","PA","Pediatrics","Funding",6.447634
"theme4","Population Dynamics","RI","Pediatrics","Awards",2
"theme4","Population Dynamics","RI","Pediatrics","Funding",1.164333
"theme4","Population Dynamics","SC","Pediatrics","Awards",1
"theme4","Population Dynamics","SC","Pediatrics","Funding",0.37814
"theme4","Population Dynamics","TN","Pediatrics","Awards",1
"theme4","Population Dynamics","TN","Pediatrics","Funding",0.188974
"theme4","Population Dynamics","TX","Pediatrics","Awards",6
"theme4","Population Dynamics","TX","Pediatrics","Funding",2.76359
"theme4","Population Dynamics","UT","Pediatrics","Awards",1
"theme4","Population Dynamics","UT","Pediatrics","Funding",0.167455
"theme4","Population Dynamics","WA","Pediatrics","Awards",4
"theme4","Population Dynamics","WA","Pediatrics","Funding",1.17761
"theme4","Population Dynamics","WI","Pediatrics","Awards",10
"theme4","Population Dynamics","WI","Pediatrics","Funding",3.727869
"theme4","Population Dynamics","WV","Pediatrics","Awards",1
"theme4","Population Dynamics","WV","Pediatrics","Funding",0.15984
"theme4","Pregnancy & Perinatology","AL","Pediatrics","Awards",6
"theme4","Pregnancy & Perinatology","AL","Pediatrics","Funding",3.360813
"theme4","Pregnancy & Perinatology","AR","Pediatrics","Awards",3
"theme4","Pregnancy & Perinatology","AR","Pediatrics","Funding",0.763587
"theme4","Pregnancy & Perinatology","CA","Pediatrics","Awards",23
"theme4","Pregnancy & Perinatology","CA","Pediatrics","Funding",8.338032
"theme4","Pregnancy & Perinatology","CO","Pediatrics","Awards",2
"theme4","Pregnancy & Perinatology","CO","Pediatrics","Funding",0.758843
"theme4","Pregnancy & Perinatology","CT","Pediatrics","Awards",3
"theme4","Pregnancy & Perinatology","CT","Pediatrics","Funding",1.140527
"theme4","Pregnancy & Perinatology","DC","Pediatrics","Awards",2
"theme4","Pregnancy & Perinatology","DC","Pediatrics","Funding",0.995652
"theme4","Pregnancy & Perinatology","FL","Pediatrics","Awards",1
"theme4","Pregnancy & Perinatology","FL","Pediatrics","Funding",0.812852
"theme4","Pregnancy & Perinatology","GA","Pediatrics","Awards",3
